cat_col_3_4,cat_col_0_3,cat_col_3_4,cat_col_4_4,cat_col_0_4,cat_col_2_2,cat_col_4_4,cat_col_3_3,cat_col_2_3,cat_col_1_4,cat_col_0_2,cat_col_3_3,cat_col_0_0,cat_col_4_1,cat_col_4_3,cat_col_1_1,cat_col_1_0,cat_col_4_4,cat_col_4_0,cat_col_4_0,cat_col_3_3,cat_col_0_4,cat_col_3_3,cat_col_2_4,cat_col_3_3,cat_col_1_3,cat_col_4_0,cat_col_0_4,cat_col_2_1,num_col_4_0,num_col_3_2,num_col_4_3,num_col_4_1,num_col_3_3,num_col_4_2,num_col_1_1,num_col_0_4,num_col_0_4,num_col_4_1,num_col_1_2,num_col_0_2,num_col_1_1,num_col_0_4,num_col_0_1,num_col_1_2,num_col_1_4,num_col_3_4,num_col_4_3,num_col_0_4,num_col_1_4
-1,-1,-1,-1,-1,17,-1,-1,-1,-1,23,-1,17,13,-1,20,23,-1,12,12,-1,-1,-1,-1,-1,-1,12,-1,8,0.658733245852205,0.4808207389822824,-2.842079088586903e-16,1.5433661174749238,0.0,1.9902439122996662,-0.1533762592765748,0.0,0.0,1.5433661174749238,-1.2984357598764134,1.256796629119556,-0.1533762592765748,0.0,-0.776943553381806,-1.2984357598764134,0.0,-7.602076795224648e-16,-2.842079088586903e-16,0.0,0.0
-1,20,-1,-1,-1,23,-1,9,23,-1,12,9,0,15,12,11,2,-1,0,0,9,-1,9,-1,9,4,0,-1,2,1.406504639121901,-1.8068420253580162,1.505596779641217,1.5511233248282834,-1.1530193739425922,-1.9050053022005047,-0.7737792015347296,0.0,0.0,1.5511233248282834,-1.1119476916088065,1.5236795934900924,-0.7737792015347296,0.0,0.8343411084012708,-1.1119476916088065,0.0,-7.602076795224648e-16,1.505596779641217,0.0,0.0
2,9,2,15,2,21,15,9,10,22,11,9,2,7,10,9,10,15,24,24,9,2,9,20,9,9,24,2,20,0.912574758836485,0.9146296416000251,1.9599885649072704,-0.2119369477737289,-1.5276769704695499,-0.2975489776049567,-0.4615686556968939,1.2130061037056903,1.2130061037056903,-0.2119369477737289,-0.412672798681156,-1.1981483339719428,-0.4615686556968939,1.2130061037056903,1.2652715423684504,-0.412672798681156,0.9149891422348061,-1.7473786275956722,1.9599885649072704,1.2130061037056903,0.9149891422348061
1,17,1,24,4,6,24,9,23,24,23,9,12,7,16,19,17,24,24,24,9,4,9,1,9,17,24,4,17,1.0618137802383665,-1.037539511147187,-1.9966284849402163,-1.2781165913880073,0.5940623328701772,-1.6891132572527425,0.8016976245457368,-0.01496783641793034,-0.01496783641793034,-1.2781165913880073,0.7103788386610934,-0.2580850333908305,0.8016976245457368,-0.01496783641793034,-0.5149264678798635,0.7103788386610934,0.0816278063288675,2.0925900537138604,-1.9966284849402163,-0.01496783641793034,0.0816278063288675
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,23,-1,4,3,-1,3,3,-1,-1,-1,-1,-1,-1,3,-1,0,-1.6756490663462005,-2.2257464721896617e-16,-2.842079088586903e-16,1.050140963867618,0.0,2.221035216778819e-16,1.0363514673034007,0.0,0.0,1.050140963867618,2.2805478527303674e-16,-4.558130364927596e-16,1.0363514673034007,0.0,1.4535485506182042,2.2805478527303674e-16,0.0,-7.602076795224648e-16,-2.842079088586903e-16,0.0,0.0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,14,-1,14,6,-1,4,4,-1,-1,-1,-1,-1,-1,4,-1,2,-1.5548484158963725,-2.2257464721896617e-16,-2.842079088586903e-16,1.078225375372483,0.0,2.221035216778819e-16,0.22210340315789534,0.0,0.0,1.078225375372483,2.2805478527303674e-16,-4.558130364927596e-16,0.22210340315789534,0.0,0.5507279816155402,2.2805478527303674e-16,0.0,-7.602076795224648e-16,-2.842079088586903e-16,0.0,0.0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,14,-1,15,21,-1,5,5,-1,-1,-1,-1,-1,-1,5,-1,4,0.8354867537817097,-2.2257464721896617e-16,-2.842079088586903e-16,0.9813294980895106,0.0,2.221035216778819e-16,0.3316837371295434,0.0,0.0,0.9813294980895106,2.2805478527303674e-16,-4.558130364927596e-16,0.3316837371295434,0.0,-0.6482520159179262,2.2805478527303674e-16,0.0,-7.602076795224648e-16,-2.842079088586903e-16,0.0,0.0
10,7,10,14,22,22,14,20,5,23,7,20,9,3,19,4,18,14,11,11,20,22,20,19,20,4,11,22,0,-1.2675758113334727,1.4415845205802444,0.9176581091876175,0.45713611545203275,0.6261926077598454,-1.2912367910330582,1.146405135445101,-3.389002514738605,-3.389002514738605,0.45713611545203275,-0.7005691086106902,-1.309349196019122,1.146405135445101,-3.389002514738605,1.0700587953945089,-0.7005691086106902,3.0230973709550613,0.4803655138447342,0.9176581091876175,-3.389002514738605,3.0230973709550613
12,11,12,9,11,21,9,20,5,12,11,20,1,24,15,25,15,9,21,21,20,11,20,2,20,19,21,11,9,-0.7461239854266875,0.6652925525532633,2.467923390918786,-0.09324162374703719,-0.40825720931401394,0.9701277357969442,-0.9308193376276711,1.0378608465887387,1.0378608465887387,-0.09324162374703719,0.6266284098059149,-1.4875511535587571,-0.9308193376276711,1.0378608465887387,1.148893244685955,0.6266284098059149,2.5103043255061586,-0.5404930710332054,2.467923390918786,1.0378608465887387,2.5103043255061586
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,-1,6,15,-1,2,2,-1,-1,-1,-1,-1,-1,2,-1,5,-1.4000188884491427,-2.2257464721896617e-16,-2.842079088586903e-16,1.3050554781777173,0.0,2.221035216778819e-16,-0.4008886467726845,0.0,0.0,1.3050554781777173,2.2805478527303674e-16,-4.558130364927596e-16,-0.4008886467726845,0.0,-1.096209548341365,2.2805478527303674e-16,0.0,-7.602076795224648e-16,-2.842079088586903e-16,0.0,0.0
-1,-1,-1,-1,-1,25,-1,-1,-1,-1,22,-1,20,16,-1,9,8,-1,7,7,-1,-1,-1,-1,-1,-1,7,-1,9,0.27729473864853416,-1.685803039023155,-2.842079088586903e-16,-1.1509954376745302,0.0,1.5999382522360805,0.5388918100157047,0.0,0.0,-1.1509954376745302,-1.6208165851931844,-0.7747831565982815,0.5388918100157047,0.0,-1.172096535133802,-1.6208165851931844,0.0,-7.602076795224648e-16,-2.842079088586903e-16,0.0,0.0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,11,-1,0,14,-1,12,12,-1,-1,-1,-1,-1,-1,12,-1,5,0.5762812362234154,-2.2257464721896617e-16,-2.842079088586903e-16,0.7412531215857768,0.0,2.221035216778819e-16,-0.5621512908636096,0.0,0.0,0.7412531215857768,2.2805478527303674e-16,-4.558130364927596e-16,-0.5621512908636096,0.0,1.6632407131450748,2.2805478527303674e-16,0.0,-7.602076795224648e-16,-2.842079088586903e-16,0.0,0.0
-1,-1,-1,-1,-1,0,-1,-1,-1,-1,11,-1,13,6,-1,10,22,-1,11,11,-1,-1,-1,-1,-1,-1,11,-1,24,-0.05480853636433528,-0.709499021641272,-2.842079088586903e-16,-1.480993980964707,0.0,-1.3094486310062234,-0.5682405535372893,0.0,0.0,-1.480993980964707,-0.07579245908707868,-1.7608577975175408,-0.5682405535372893,0.0,-0.6759412494984469,-0.07579245908707868,0.0,-7.602076795224648e-16,-2.842079088586903e-16,0.0,0.0
-1,17,-1,-1,-1,4,-1,10,18,-1,1,10,24,7,10,1,14,-1,17,17,10,-1,10,-1,10,0,17,-1,23,0.038986474058534615,-1.335830752334392,-0.8217381480907598,-0.3189148180476836,1.6301943684194877,-0.3617754800783825,1.2442244475359665,0.0,0.0,-0.3189148180476836,1.9638082334247133,1.480136796450487,1.2442244475359665,0.0,-1.5504778294164685,1.9638082334247133,0.0,-7.602076795224648e-16,-0.8217381480907598,0.0,0.0
8,25,8,1,7,10,1,20,25,23,5,20,15,11,10,9,16,1,7,7,20,7,20,15,20,21,7,7,1,0.38603506146261274,-1.6832635688743027,-2.0768977722871815,0.530873247539174,-0.5498698417074165,0.8910182552279942,1.455207435805759,-0.5412972858010207,-0.5412972858010207,0.530873247539174,-0.8695997140332046,1.4350398305999805,1.455207435805759,-0.5412972858010207,0.07041125266432288,-0.8695997140332046,-2.021772883873202,0.09179377473668593,-2.0768977722871815,-0.5412972858010207,-2.021772883873202
18,13,18,16,20,1,16,1,18,9,19,1,25,12,0,14,20,16,2,2,1,20,1,6,1,0,2,20,25,0.3791059121007017,0.8566617523878036,-2.3835634777111943,-0.6042872733444008,0.3814689615493665,1.9061068944068977,-1.0607626982728533,-2.296887684611994,-2.296887684611994,-0.6042872733444008,-0.37658246203801804,0.9227524140496871,-1.0607626982728533,-2.296887684611994,-1.2152780201492999,-0.37658246203801804,1.893745994377047,-3.3236959533459975,-2.3835634777111943,-2.296887684611994,1.893745994377047
-1,-1,-1,-1,-1,5,-1,-1,-1,-1,15,-1,0,14,-1,16,25,-1,3,3,-1,-1,-1,-1,-1,-1,3,-1,9,-0.3628112907831912,-0.5612473805091336,-2.842079088586903e-16,-0.7974152733192527,0.0,-1.4713531865985645,0.29361743324148787,0.0,0.0,-0.7974152733192527,-0.5882568606574106,1.972346096624971,0.29361743324148787,0.0,-1.0998591248849432,-0.5882568606574106,0.0,-7.602076795224648e-16,-2.842079088586903e-16,0.0,0.0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,17,-1,8,12,-1,22,22,-1,-1,-1,-1,-1,-1,22,-1,5,0.3201463174131421,-2.2257464721896617e-16,-2.842079088586903e-16,-0.3827815371179213,0.0,2.221035216778819e-16,-1.6914345347362059,0.0,0.0,-0.3827815371179213,2.2805478527303674e-16,-4.558130364927596e-16,-1.6914345347362059,0.0,1.257356902831902,2.2805478527303674e-16,0.0,-7.602076795224648e-16,-2.842079088586903e-16,0.0,0.0
18,8,18,5,17,13,5,12,5,24,15,12,7,20,15,1,23,5,2,2,12,17,12,2,12,13,2,17,6,1.1671029163381963,0.42556064178199177,-2.221527755807714,1.564730890344279,0.1572173978040073,0.4204944799002536,-1.4401361437311435,-1.6013825380127118,-1.6013825380127118,1.564730890344279,-0.8733003099778761,-1.3110374433023435,-1.4401361437311435,-1.6013825380127118,1.2557252331702649,-0.8733003099778761,3.1826952420850576,-0.9291619362662568,-2.221527755807714,-1.6013825380127118,3.1826952420850576
-1,4,-1,-1,-1,0,-1,22,21,-1,18,22,16,0,16,5,21,-1,13,13,22,-1,22,-1,22,23,13,-1,12,-0.9204200180936128,-0.9099838105425735,-1.0832029833828634,-0.6280021928068403,0.5381184821514394,1.322033175642061,-0.02189804421942875,0.0,0.0,-0.6280021928068403,0.9165654263518405,-1.681567882771883,-0.02189804421942875,0.0,-0.7561267489313266,0.9165654263518405,0.0,-7.602076795224648e-16,-1.0832029833828634,0.0,0.0
-1,4,-1,-1,-1,10,-1,13,20,-1,17,13,2,13,19,4,21,-1,20,20,13,-1,13,-1,13,18,20,-1,19,1.2643229630187651,1.4780522302794719,-0.5071271030857315,0.4363858041219126,2.0745165426467387,-1.8995739409000536,1.2872259850877439,0.0,0.0,0.4363858041219126,-0.5536644427479736,1.1543414633955937,1.2872259850877439,0.0,0.823825193732073,-0.5536644427479736,0.0,-7.602076795224648e-16,-0.5071271030857315,0.0,0.0
4,9,4,3,14,11,3,6,3,14,3,6,13,9,23,6,9,3,2,2,6,14,6,8,6,0,2,14,16,1.5045681397764272,1.2879526417634903,-1.704676833038083,1.6468940936762795,-0.7127112532854979,0.579544632288165,1.564943001045693,-1.192263725250835,-1.192263725250835,1.6468940936762795,-0.13173308332325775,1.05162904127071,1.564943001045693,-1.192263725250835,-0.9620921956444435,-0.13173308332325775,0.7032783475969695,2.5441154516550424,-1.704676833038083,-1.192263725250835,0.7032783475969695
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,6,-1,19,10,-1,11,11,-1,-1,-1,-1,-1,-1,11,-1,13,-1.3669738165038106,-2.2257464721896617e-16,-2.842079088586903e-16,-0.5993964289959698,0.0,2.221035216778819e-16,-1.4654064772943358,0.0,0.0,-0.5993964289959698,2.2805478527303674e-16,-4.558130364927596e-16,-1.4654064772943358,0.0,-1.3952032590286372,2.2805478527303674e-16,0.0,-7.602076795224648e-16,-2.842079088586903e-16,0.0,0.0
7,8,7,14,17,24,14,20,11,7,22,20,9,4,22,25,18,14,5,5,20,17,20,17,20,1,5,17,9,-1.5154372833360794,1.2161358226795378,-2.2803119765010162,-1.1844361228506775,-1.4233059587714227,-1.0027169936190294,0.2904697078171603,-0.38702334893596185,-0.38702334893596185,-1.1844361228506775,0.7927433328650487,-1.4225755267434546,0.2904697078171603,-0.38702334893596185,-0.7232275924130012,0.7927433328650487,-1.0084052914764217,0.913838736549689,-2.2803119765010162,-0.38702334893596185,-1.0084052914764217
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,21,-1,6,17,-1,6,6,-1,-1,-1,-1,-1,-1,6,-1,1,-1.3475137558154338,-2.2257464721896617e-16,-2.842079088586903e-16,-0.2501066181919211,0.0,2.221035216778819e-16,-1.3541174243302097,0.0,0.0,-0.2501066181919211,2.2805478527303674e-16,-4.558130364927596e-16,-1.3541174243302097,0.0,0.5427561148794399,2.2805478527303674e-16,0.0,-7.602076795224648e-16,-2.842079088586903e-16,0.0,0.0
-1,-1,-1,-1,-1,1,-1,-1,-1,-1,9,-1,13,21,-1,18,19,-1,4,4,-1,-1,-1,-1,-1,-1,4,-1,16,-1.4910446877034709,-1.3798859800797867,-2.842079088586903e-16,1.1025170023678361,0.0,1.3822909921344733,1.1444843252128334,0.0,0.0,1.1025170023678361,-1.0746069937566844,0.9991670552149526,1.1444843252128334,0.0,1.6067911987969694,-1.0746069937566844,0.0,-7.602076795224648e-16,-2.842079088586903e-16,0.0,0.0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,5,6,-1,25,25,-1,-1,-1,-1,-1,-1,25,-1,9,-0.8480388089094101,-2.2257464721896617e-16,-2.842079088586903e-16,1.2617747258949192,0.0,2.221035216778819e-16,0.9326287472920437,0.0,0.0,1.2617747258949192,2.2805478527303674e-16,-4.558130364927596e-16,0.9326287472920437,0.0,-1.2101850063771382,2.2805478527303674e-16,0.0,-7.602076795224648e-16,-2.842079088586903e-16,0.0,0.0
-1,15,-1,-1,-1,22,-1,17,2,-1,21,17,8,4,16,18,1,-1,18,18,17,-1,17,-1,17,21,18,-1,10,0.5626673957401633,1.5804265419081833,2.458116859243376,1.5245886553484411,-1.0592466133292597,2.0057776547116544,1.5412373955272924,0.0,0.0,1.5245886553484411,0.70954608244317,-0.09155204419985148,1.5412373955272924,0.0,-0.028432437126176588,0.70954608244317,0.0,-7.602076795224648e-16,2.458116859243376,0.0,0.0
-1,-1,-1,-1,-1,7,-1,-1,-1,-1,1,-1,1,19,-1,21,5,-1,19,19,-1,-1,-1,-1,-1,-1,19,-1,12,0.42240080450896145,-0.2126494975937375,-2.842079088586903e-16,-0.25881088145030623,0.0,0.025378922142700714,0.8315777727874685,0.0,0.0,-0.25881088145030623,-1.776853120284411,-1.597327978826725,0.8315777727874685,0.0,-1.193094721228319,-1.776853120284411,0.0,-7.602076795224648e-16,-2.842079088586903e-16,0.0,0.0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,19,-1,22,0,-1,21,21,-1,-1,-1,-1,-1,-1,21,-1,2,-1.2458969577165968,-2.2257464721896617e-16,-2.842079088586903e-16,-0.28666968176040886,0.0,2.221035216778819e-16,-0.008650787383871903,0.0,0.0,-0.28666968176040886,2.2805478527303674e-16,-4.558130364927596e-16,-0.008650787383871903,0.0,0.4695333350541148,2.2805478527303674e-16,0.0,-7.602076795224648e-16,-2.842079088586903e-16,0.0,0.0
5,1,5,15,2,21,15,10,6,9,24,10,9,7,17,24,5,15,11,11,10,2,10,7,10,5,11,2,4,-0.6477705836474622,1.1422984041494435,1.2626204714930351,-0.14654765746975945,-2.144022505960219,-1.1971941573737646,-1.1585142127055386,-2.2767445250392746,-2.2767445250392746,-0.14654765746975945,-0.9690246760378511,-1.0281608017194264,-1.1585142127055386,-2.2767445250392746,0.9508594777834567,-0.9690246760378511,-0.5395875637187033,0.02238336723671499,1.2626204714930351,-2.2767445250392746,-0.5395875637187033
